Regulated Donee,Donor,Donation Type,Date Accepted,Date Reported,Measure Names,Destination,Nature Of Donation,Position Standing For,Purpose Of Visit,Value
David Davis MP,Editorial Intelligence Ltd,Non Cash,28/02/2010,01/03/2010,Value,,Travel,,,"£3,000.00"
David Davis MP,Galaxy Asset Management Ltd,Cash,01/07/2005,01/08/2005,Value,,,,,"£10,000.00"
David Davis MP,ICAP,Cash,21/07/2005,01/08/2005,Value,,,,,"£5,000.00"
David Davis MP,Institute of Economic Affairs,Visit,14/11/2018,12/12/2018,Value,"Washington DC, and Oklahoma City, OK, USA",,,Attended meetings on Capitol Hill in Washington. Attended meetings in Oklahoma State Capital and Oklahoma State University,"£1,949.00"
David Davis MP,J C Bamford Excavators Ltd,Cash,12/09/2005,01/10/2005,Value,,,,,"£7,500.00"
David Davis MP,Keltruck Ltd,Cash,03/11/2005,01/12/2005,Value,,,,,"£10,000.00"
David Davis MP,Legatum Institute,Visit,26/04/2009,01/05/2009,Value,Los Angeles,,,Attended Miliken Institute Global Conference.,"£7,000.00"
David Davis MP,Lord na Kalms,Cash,01/07/2005,01/08/2005,Value,,,,,"£50,000.00"
David Davis MP,Lord Stanley Kalms,Cash,17/10/2005,01/11/2005,Value,,,,,"£25,000.00"
David Davis MP,Midlands Industrial Council,Cash,14/11/2007,01/12/2007,Value,,,,,"£40,000.00"
David Davis MP,Mr Anthony Buckingham,Non Cash,17/07/2008,01/08/2008,Value,,Travel,,,"£3,100.00"
David Davis MP,Mr Frederick Forsyth,Cash,26/07/2005,01/08/2005,Value,,,,,"£5,000.00"
David Davis MP,Mr Frederick Forsyth,Cash,04/10/2005,01/11/2005,Value,,,,,"£2,500.00"
David Davis MP,Mr George Goulandris,Cash,01/07/2005,01/08/2005,Value,,,,,"£1,250.00"
David Davis MP,Mr Ian Hannan,Cash,05/07/2001,01/08/2001,Value,,,,,"£2,500.00"
David Davis MP,Mr Ian Ross,Cash,18/01/2002,01/02/2002,Value,,,,,"£2,000.00"
David Davis MP,Mr J B Goulandris,Cash,01/07/2005,01/08/2005,Value,,,,,"£1,250.00"
David Davis MP,Mr J D Aspinall,Cash,01/07/2005,01/08/2005,Value,,,,,"£10,000.00"
David Davis MP,Mr J H J Lewis,Cash,09/11/2005,01/12/2005,Value,,,,,"£7,500.00"
David Davis MP,Mr Jeremy Hosking,Cash,16/12/2009,01/01/2010,Value,,,,,"£30,000.00"
David Davis MP,Mr Mark Pritchard,Cash,18/07/2001,01/08/2001,Value,,,,,"£2,000.00"
David Davis MP,Mr Michael Hintze,Cash,29/08/2007,01/09/2007,Value,,,,,"£5,000.00"
David Davis MP,Mr Michael Hintze,Cash,29/10/2009,01/11/2009,Value,,,,,"£2,000.00"
David Davis MP,Mr Michael Hitnze,Cash,07/11/2008,01/12/2008,Value,,,,,"£4,000.00"
David Davis MP,Mr Neil Ashley,Cash,15/09/2005,01/10/2005,Value,,,,,"£5,000.00"
David Davis MP,Mr Philip Gwyn,Cash,05/07/2001,01/08/2001,Value,,,,,"£2,000.00"
David Davis MP,Mr Richard Tice,Non Cash,13/07/2001,01/08/2001,Value,,Premises,,,"£1,750.00"
David Davis MP,Mr Robin Birley,Cash,11/09/2005,01/10/2005,Value,,,,,"£2,000.00"
David Davis MP,Mr Stephen Hargrave,Cash,19/07/2001,01/08/2001,Value,,,,,"£5,000.00"
David Davis MP,National Center For Policy Analysis (NCPA),Visit,18/03/2007,01/04/2007,Value,"Dallas, USA",,,Lecture to the NCPA,"£5,542.60"
David Davis MP,Reprieve,Visit,03/06/2009,01/07/2009,Value,"New York, Washington DC",,,Undertake media and liaison work on torture,"£1,500.00"
David Davis MP,Save Shaker Shaker Aamer Campaign,Visit,18/05/2015,03/06/2015,Value,"Washington DC, USA",,,advocacy on behalf of British detainee Shaker Aamer in Guantanamo Bay,"£2,616.21"
David Davis MP,Sir Robert Balchin,Cash,30/08/2001,01/09/2001,Value,,,,,"£5,000.00"
David Davis MP,Slater Investments Ltd,Cash,01/07/2005,01/08/2005,Value,,,,,"£2,000.00"
David Davis MP,Sovereign Capital Partners LLP,Cash,18/10/2005,01/11/2005,Value,,,,,"£15,000.00"
David Davis MP,Sutton Trust,Visit,01/06/2008,01/07/2008,Value,New York,,,Participate in a seminar on social mobility,"£3,500.00"
David Davis MP,Techtest Ltd,Cash,10/11/2005,01/12/2005,Value,,,,,"£7,500.00"
David Davis MP,Wheb Ventures,Cash,04/07/2005,01/08/2005,Value,,,,,"£5,000.00"
David Gauke MP,Pricewaterhouse Coopers,Non Cash,01/07/2009,01/08/2009,Value,,Staff costs,,,"£22,704.67"
David Gold,Conservative Friends of Israel,Visit,27/10/2007,01/11/2007,Value,Israel,,,Research on the Middle East Peace Process,"£2,000.00"
David Hamilton MP,BAA Plc,Non Cash,18/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
David Hamilton MP,Bahrain Government,Visit,21/09/2006,01/10/2006,Value,Bahrain,,,At the invitation & expense of Bahrain government,"£1,200.00"
David Hamilton MP,European Azerbaijan Society,Visit,26/03/2013,11/06/2013,Value,"Baku, Azerbaijan",,,"To meet with local trade unionists to discuss issues of mutual concern. The trip also included a visit to the British War Memorial, meetings with local MPs and a visit to a BP facility where workers’ terms were discussed.","£3,100.00"
David Hamilton MP,First Group Plc,Visit,14/09/2007,01/10/2007,Value,USA,,,Fact finding visit on trade union repreentation,"£5,396.00"
David Hamilton MP,The Taipei Representative Office in the UK (TRO),Visit,26/07/2014,06/08/2014,Value,Taiwan,,,"As part of the British-Taiwanese APPG, to promote the understanding of Taiwan and strengthen UK-Taiwan relations.","£3,300.00"
David Hanson MP,BAA Plc,Non Cash,30/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
David Hanson MP,Manchester Airport Plc,Non Cash,08/08/2001,01/09/2001,Value,,Travel,,,"£5,100.00"
David Heath MP,Government of India,Visit,31/08/2008,01/09/2008,Value,India,,,Delegation of Liberal Democrat Friends of India.,"£3,300.00"
David Heath MP,United Russia Party of Russia,Visit,15/04/2008,01/05/2008,Value,"Moscow, Russia",,,Annual congress talk on corruption,"£2,053.00"
David Heathcoat-Amory MP," J Townsend",Cash,22/12/2009,01/01/2010,Value,,,,,"£3,000.00"
David Heathcoat-Amory MP,Lord na Margadale,Cash,22/12/2009,01/01/2010,Value,,,,,"£2,000.00"
David Heathcoat-Amory MP,Mr Andrew Scott,Cash,22/12/2009,01/01/2010,Value,,,,,"£3,750.00"
David Heathcoat-Amory MP,Mr Charles Harman,Cash,22/12/2009,01/01/2010,Value,,,,,"£2,500.00"
David Heathcoat-Amory MP,Mr Dominic Taylor,Cash,22/12/2009,01/01/2010,Value,,,,,"£1,750.00"
David Heathcoat-Amory MP,Mr Ivan Shenkman,Cash,22/12/2009,01/01/2010,Value,,,,,"£2,050.00"
David Heathcoat-Amory MP,Mr Michael Spencer,Cash,22/12/2009,01/01/2010,Value,,,,,"£6,800.00"
David Heathcoat-Amory MP,Mr Stephen Morant,Cash,22/12/2009,01/01/2010,Value,,,,,"£1,250.00"
David Heathcoat-Amory MP,Mrs A Pugh,Cash,22/12/2009,01/01/2010,Value,,,,,"£1,750.00"
David Johnston,Conservative Friends of Israel Ltd,Visit,24/07/2022,05/08/2022,Value,Israel and the West Bank,,,Fact finding political delegation,"£3,100.00"
David Jones MP," Matthew Ferrey",Cash,13/06/2016,09/08/2016,Value,,,,,"£2,500.00"
David Jones MP,Bahrain Ministry of Foreign Affairs,Visit,21/01/2016,10/02/2016,Value,Bahrain,,,"fact-finding visit; meeting Bahraini ministers, officials and leaders of civil society.","£4,753.26"
David Jones MP,Saudi Arabia Ministry of Foreign Affairs,Visit,03/04/2016,18/04/2016,Value,Saudi Arabia,,,Parliamentary fact finding,"£3,717.00"
David Jones MP,United Arab Emirates Ministry of Foreign Affairs (MOFA),Visit,10/02/2018,21/02/2018,Value,United Arab Emirates,,,"To attend the World Government Summit, meet with Government Ministers, Members of the Federal National Council and senior business figures, in order to build on the bilateral relationship.","£3,800.00"
David Lammy MP," Adrian Christmas",Cash,27/07/2015,28/09/2015,Value,,,,,"£9,400.00"
David Lammy MP," Alex Carter-Silk",Cash,10/08/2015,28/09/2015,Value,,,,,"£4,000.00"
David Lammy MP," Arnold Livingstone",Cash,01/12/2015,10/12/2015,Value,,,,,"£12,500.00"
David Lammy MP," Beth Blood",Cash,29/04/2015,30/05/2015,Value,,,,,"£5,000.00"
David Lammy MP," Beth Blood",Cash,27/07/2015,28/09/2015,Value,,,,,"£5,000.00"
David Lammy MP," Carl Whayman",Cash,15/09/2015,28/09/2015,Value,,,,,"£10,000.00"
David Lammy MP," Clare Parsons",Cash,18/08/2015,28/09/2015,Value,,,,,"£2,500.00"
David Lammy MP," David Garrard",Cash,24/03/2015,30/07/2015,Value,,,,,"£7,500.00"
David Lammy MP," David Leventhal",Cash,29/08/2015,28/09/2015,Value,,,,,"£5,000.00"
David Lammy MP," David Pearl",Cash,22/07/2015,28/09/2015,Value,,,,,"£7,500.00"
David Lammy MP," George Brown",Cash,26/08/2022,12/09/2022,Value,,,,,"£25,000.00"
David Lammy MP," George Brown",Non Cash,08/10/2021,04/11/2021,Value,,Staff costs,,,"£25,000.00"
David Lammy MP," George Brown",Non Cash,24/08/2023,06/09/2023,Value,,Staff costs,,,"£25,000.00"
David Lammy MP," Gerald Davidson",Cash,06/08/2015,28/09/2015,Value,,,,,"£5,000.00"
David Lammy MP," Gillian Livingstone",Cash,01/12/2015,10/12/2015,Value,,,,,"£12,500.00"
David Lammy MP," Ian Rosenblatt",Cash,16/03/2015,30/07/2015,Value,,,,,"£3,000.00"
David Lammy MP," Jeanne Marie Davies",Non Cash,01/11/2021,04/11/2021,Value,,Staff costs,,,"£25,000.00"
David Lammy MP," Jonathan Goodman",Cash,20/02/2015,30/07/2015,Value,,,,,"£10,000.00"
David Lammy MP," Jonathan Michael Lever Stone",Cash,31/01/2022,02/02/2022,Value,,,,,"£5,000.00"
David Lammy MP," Jonathan Rose",Cash,30/06/2015,06/07/2015,Value,,,,,"£3,000.00"
David Lammy MP," Jonathan Rose",Cash,27/07/2015,28/09/2015,Value,,,,,"£2,000.00"
David Lammy MP," Jonathan Stone",Cash,27/05/2023,08/06/2023,Value,,,,,"£5,000.00"
David Lammy MP," Killian Hurley",Cash,03/08/2015,28/09/2015,Value,,,,,"£5,000.00"
David Lammy MP," Mark Ferguson",Cash,06/08/2015,28/09/2015,Value,,,,,"£10,000.00"
David Lammy MP," Mary O'Rourke",Cash,21/05/2015,01/06/2015,Value,,,,,"£2,000.00"
David Lammy MP," Michael Hamlyn",Cash,25/06/2015,30/07/2015,Value,,,,,"£2,500.00"
David Lammy MP," Michael Hamlyn",Cash,03/09/2015,28/09/2015,Value,,,,,"£3,000.00"
David Lammy MP," Michael Ziff",Cash,30/09/2015,09/10/2015,Value,,,,,"£2,000.00"
David Lammy MP," Mike Hussey",Cash,28/07/2015,30/07/2015,Value,,,,,"£10,000.00"
David Lammy MP," Mike Hussey",Cash,04/08/2015,28/09/2015,Value,,,,,"£3,000.00"
David Lammy MP," Richard Greer",Cash,29/01/2015,30/07/2015,Value,,,,,"£10,000.00"
David Lammy MP," Richard Greer",Cash,24/06/2015,06/07/2015,Value,,,,,"£5,000.00"
David Lammy MP," Richard Lewis",Cash,27/03/2023,27/03/2023,Value,,,,,"£15,000.00"
David Lammy MP," Stephen Fitzgerald",Cash,06/10/2015,09/10/2015,Value,,,,,"£5,000.00"
David Lammy MP," Stewart Blake",Cash,24/09/2015,28/09/2015,Value,,,,,"£5,000.00"
David Lammy MP," Sue Woodford-Hollick",Cash,16/06/2015,06/07/2015,Value,,,,,"£5,000.00"
David Lammy MP," Tony Langham",Cash,18/08/2015,28/09/2015,Value,,,,,"£2,500.00"
David Lammy MP," William Stephen Benjamin",Cash,29/04/2015,30/07/2015,Value,,,,,"£3,000.00"
David Lammy MP,BAA Plc,Non Cash,26/07/2001,01/08/2001,Value,,Travel,,,"£5,245.20"
David Lammy MP,Beauchamp Estates Limited,Cash,20/03/2015,30/05/2015,Value,,,,,"£2,000.00"
David Lammy MP,BHL (UK) Holdings Ltd,Cash,10/03/2015,30/07/2015,Value,,,,,"£20,000.00"
David Lammy MP,BM Creative Management Ltd,Cash,10/10/2019,30/12/2019,Value,,,,,"£2,000.00"
David Lammy MP,Commonwealth War Graves Commission,Visit,19/04/2023,15/05/2023,Value,"Nairobi and Mombasa, Kenya",,,Update from Commonwealth War Graves Commission and meeting stakeholders.,"£4,563.30"
David Lammy MP,Conservation International do Brasil,Visit,14/08/2023,06/09/2023,Value,Brazil,,,Bilateral meetings and visit to Amazon region.,"£24,739.36"
David Lammy MP,DB Consultants Limited,Cash,06/06/2015,30/07/2015,Value,,,,,"£2,500.00"
David Lammy MP,DB Consultants Ltd,Cash,28/09/2009,01/10/2009,Value,,,,,"£10,000.00"
David Lammy MP,Fostermco Ltd,Cash,05/12/2014,08/12/2014,Value,,,,,"£5,000.00"
David Lammy MP,Fostermco Ltd,Cash,27/08/2015,28/09/2015,Value,,,,,"£5,000.00"
David Lammy MP,Galliard Holdings Limited,Cash,20/03/2015,30/05/2015,Value,,,,,"£15,000.00"
David Lammy MP,Galliard Holdings Limited,Cash,10/08/2015,28/09/2015,Value,,,,,"£15,000.00"
David Lammy MP,Key Locators Leyton Ltd,Cash,12/03/2015,30/07/2015,Value,,,,,"£4,704.00"
David Lammy MP,Key Locators Leyton Ltd,Non Cash,11/09/2014,03/10/2014,Value,,Premises,,,"£4,704.00"
David Lammy MP,Labour Friends of Israel,Visit,07/10/2012,26/10/2012,Value,Israel and the Palestinian Territories,,,hi-tech industry fact-finding visit to Israel and the Palestinian territories,"£2,550.00"
David Lammy MP,Labour Together,Non Cash,13/11/2023,08/12/2023,Value,,Consultancy services,,,"£27,232.88"
David Lammy MP,Lee Valley Estates Ltd,Cash,02/12/2016,14/12/2016,Value,,,,,"£10,000.00"
David Lammy MP,Lord David Sainsbury of Turville,Cash,01/09/2005,01/10/2005,Value,,,,,"£10,000.00"
David Lammy MP,Lord David Sainsbury of Turville,Cash,31/01/2007,01/02/2007,Value,,,,,"£10,000.00"
David Lammy MP,Lord na Hollick,Cash,28/08/2009,01/09/2009,Value,,,,,"£10,000.00"
David Lammy MP,Lord Waheed Alli,Cash,01/09/2005,01/10/2005,Value,,,,,"£10,000.00"
David Lammy MP,Lord Waheed Alli,Cash,11/06/2007,01/07/2007,Value,,,,,"£10,000.00"
David Lammy MP,Miss Alison Swan Parente,Cash,08/07/2009,01/08/2009,Value,,,,,"£5,000.00"
David Lammy MP,Mission Media Ltd,Cash,28/02/2015,30/07/2015,Value,,,,,"£6,000.00"
David Lammy MP,Mission Media Ltd,Cash,30/04/2015,30/07/2015,Value,,,,,"£6,000.00"
David Lammy MP,Mission Media Ltd,Non Cash,28/08/2014,03/10/2014,Value,,Consultancy services,,,"£5,500.00"
David Lammy MP,Mission Media Ltd,Non Cash,30/09/2014,30/10/2014,Value,,Consultancy services,,,"£5,500.00"
David Lammy MP,Mission Media Ltd,Non Cash,30/10/2014,08/12/2014,Value,,Consultancy services,,,"£5,500.00"
David Lammy MP,Mission Media Ltd,Non Cash,30/11/2014,19/02/2015,Value,,Consultancy services,,,"£5,500.00"
David Lammy MP,Mission Media Ltd,Non Cash,30/12/2014,19/02/2015,Value,,Consultancy services,,,"£5,500.00"
David Lammy MP,Mission Media Ltd,Non Cash,31/01/2015,19/02/2015,Value,,Consultancy services,,,"£5,500.00"
David Lammy MP,Mission Media Ltd,Non Cash,31/03/2015,30/05/2015,Value,,Consultancy services,,,"£6,000.00"
David Lammy MP,Mission Media Ltd,Non Cash,30/05/2015,30/05/2015,Value,,Consultancy services,,,"£6,000.00"
David Lammy MP,Mission Media Ltd,Non Cash,31/05/2015,01/06/2015,Value,,Consultancy services,,,"£3,000.00"
David Lammy MP,Mr Adrian Christmas,Cash,09/06/2014,09/07/2014,Value,,,,,"£4,200.00"
David Lammy MP,Mr Adrian Christmas,Cash,22/10/2015,30/07/2015,Value,,,,,"£2,500.00"
David Lammy MP,Mr Killian Hurley,Cash,09/04/2015,30/05/2015,Value,,,,,"£5,000.00"
David Lammy MP,Ms Mary O'Rouke,Cash,01/12/2013,10/02/2014,Value,,,,,"£3,000.00"
David Lammy MP,Ms Mary O'Rouke,Cash,03/06/2014,09/07/2014,Value,,,,,"£2,500.00"
David Lammy MP,Open Society Foundation London,Visit,19/09/2017,19/10/2017,Value,"Washington DC, USA",,,Transatlantic Minority Political Leaders Conference.,"£2,713.25"
David Lammy MP,Sager House (Almeida) Limited,Cash,07/08/2015,28/09/2015,Value,,,,,"£20,000.00"
David Lammy MP,Sir Trevor Chinn,Cash,30/05/2014,09/07/2014,Value,,,,,"£5,000.00"
David Lammy MP,Sir Trevor Chinn,Cash,27/09/2014,30/07/2015,Value,,,,,"£5,000.00"
David Lammy MP,Sir Trevor Chinn,Cash,22/12/2014,30/07/2015,Value,,,,,"£5,000.00"
David Lammy MP,Sir Trevor Chinn,Cash,18/05/2015,01/06/2015,Value,,,,,"£5,000.00"
David Lammy MP,Sir Trevor Chinn,Cash,18/06/2015,06/07/2015,Value,,,,,"£5,000.00"
David Lammy MP,Sir Trevor Chinn,Cash,07/09/2015,28/09/2015,Value,,,,,"£5,000.00"
David Lammy MP,TED Conference LLC,Visit,11/07/2023,24/07/2023,Value,"Detroit, USA",,,To speak at the TED Climate Conference.,"£8,510.16"
David Lammy MP,Toolkit Websites,Non Cash,07/05/2010,30/06/2011,Value,,Advertising,,,"£6,000.00"
David Lammy MP,Toolkit Websites,Non Cash,07/05/2010,01/06/2010,Value,,Advertising,,,"£6,000.00"
David Lammy MP,Toolkit Websites,Non Cash,07/05/2013,14/11/2013,Value,,Other,,,"£6,000.00"
David Lammy MP,Tufts University,Visit,29/03/2022,13/06/2022,Value,USA,,,Present speech on Ukraine situation as part of my Shadow Foreign Secretary role.,"£3,726.88"
David Lammy MP,University of Western Ontario,Visit,05/06/2019,02/07/2019,Value,Canada,,,"Invited to give closing speech and Q&A - Return business class flights, food, ground transportation and accommodation £8,724.90","£8,724.90"
David Laurie Ruffley MP,BAA Plc,Non Cash,01/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
David Laurie Ruffley MP,Cayman Islands Government office,Visit,28/07/2004,01/08/2004,Value,Grand Cayman,,,"Briefing on legal, financial and political issues.","£3,000.00"
David Laurie Ruffley MP,Deutsche Bank,Visit,14/09/2008,01/10/2008,Value,New York and Washington DC,,,Parliamentary study visit,"£4,176.00"
David Laurie Ruffley MP,Embassy of the State of Qatar,Visit,19/05/2013,10/07/2013,Value,"Doha, Qatar",,,"To attend and speak at the 13th Doha Forum, organized by the Qatar Embassy.","£5,615.65"
David Laurie Ruffley MP,Government of India,Visit,01/01/2006,01/02/2006,Value,"Delhi, Mumbai and Jaipur",,,Briefing on political and economic developments,"£3,500.00"
David Laurie Ruffley MP,Government of Jordan,Visit,02/01/2008,01/02/2008,Value,Jordan,,,Discussions with members and government officials.,"£1,025.00"
David Laurie Ruffley MP,Government of Qatar,Visit,29/04/2004,01/05/2004,Value,"Doha, Qatar",,,Meetings on economic and diplomacy issues.,"£4,000.00"
David Laurie Ruffley MP,Mr Derek Sayer,Non Cash,16/10/2008,01/11/2008,Value,,Consultancy services,,,"£20,000.00"
David Laurie Ruffley MP,Mrs Caroline Nash,Cash,07/12/2009,01/01/2010,Value,,,,,"£10,000.00"
David Laurie Ruffley MP,Norwich Union,Visit,07/02/2007,01/03/2007,Value,"Mumbai, India",,,Visit outsourced operation in Bangabre,"£4,000.00"
David Laurie Ruffley MP,Police Executive Research Forum,Visit,28/03/2009,01/04/2009,Value,"Washington D.C, USA",,,To attend a police conference.,"£4,800.00"
David Laurie Ruffley MP,The Caspian Information Centre,Visit,06/10/2005,01/11/2005,Value,"Alamaty and Astana, Kazakhstan",,,Meetings with Government Ministers and others.,"£3,089.04"
David Lidington MP,BAA Plc,Non Cash,20/07/2001,01/08/2001,Value,,Travel,,,"£5,245.20"
David Lidington MP,British American Security Information Council,Visit,12/09/2009,01/10/2009,Value,Washington DC,,,Met with US politicians to discuss security issues,"£4,592.00"
David Lidington MP,Conservative Friends of Israel,Visit,02/12/2007,01/01/2008,Value,Israel and Palestinian territories,,,Meet officials and politicians,"£1,088.00"
David Lidington MP,Conservative Middle East Council,Visit,11/01/2009,01/02/2009,Value,Syria and Lebanon,,,To meet Syrian and Lebanese political leaders.,"£1,375.00"
